"subject" "activity_label" "feature_label" "feature_mean"
2 "LAYING" "fBodyAcc-std()-Y" -0.981025105625
3 "LAYING" "fBodyAcc-std()-Y" -0.964094604193548
4 "LAYING" "fBodyAcc-std()-Y" -0.946380971111111
5 "LAYING" "fBodyAcc-std()-Y" -0.972909186730769
6 "LAYING" "fBodyAcc-std()-Y" -0.929711219929825
7 "LAYING" "fBodyAcc-std()-Y" -0.922917902307692
8 "LAYING" "fBodyAcc-std()-Y" -0.931236756962963
9 "LAYING" "fBodyAcc-std()-Y" -0.9128367508
10 "LAYING" "fBodyAcc-std()-Y" -0.946229148258621
11 "LAYING" "fBodyAcc-std()-Y" -0.973589287368421
12 "LAYING" "fBodyAcc-std()-Y" -0.9506400405
13 "LAYING" "fBodyAcc-std()-Y" -0.947462328225806
14 "LAYING" "fBodyAcc-std()-Y" -0.905221049156863
15 "LAYING" "fBodyAcc-std()-Y" -0.964590430138889
16 "LAYING" "fBodyAcc-std()-Y" -0.937083636714286
17 "LAYING" "fBodyAcc-std()-Y" -0.942791615915493
18 "LAYING" "fBodyAcc-std()-Y" -0.986746450769231
19 "LAYING" "fBodyAcc-std()-Y" -0.974832075662651
20 "LAYING" "fBodyAcc-std()-Y" -0.964960988382353
21 "LAYING" "fBodyAcc-std()-Y" -0.957258971111111
22 "LAYING" "fBodyAcc-std()-Y" -0.912562856666667
23 "LAYING" "fBodyAcc-std()-Y" -0.974304149166667
24 "LAYING" "fBodyAcc-std()-Y" -0.984571808472222
25 "LAYING" "fBodyAcc-std()-Y" -0.67238425569863
26 "LAYING" "fBodyAcc-std()-Y" -0.983317083947368
27 "LAYING" "fBodyAcc-std()-Y" -0.984269087972973
28 "LAYING" "fBodyAcc-std()-Y" -0.94200397775
29 "LAYING" "fBodyAcc-std()-Y" -0.990680395362319
30 "LAYING" "fBodyAcc-std()-Y" -0.9535584
1 "SITTING" "fBodyAcc-std()-Y" -0.917275006382979
2 "SITTING" "fBodyAcc-std()-Y" -0.950073754130435
3 "SITTING" "fBodyAcc-std()-Y" -0.8496556575
4 "SITTING" "fBodyAcc-std()-Y" -0.8894673494
5 "SITTING" "fBodyAcc-std()-Y" -0.9022915301
6 "SITTING" "fBodyAcc-std()-Y" -0.925676956
7 "SITTING" "fBodyAcc-std()-Y" -0.904629195833333
8 "SITTING" "fBodyAcc-std()-Y" -0.923829969347826
9 "SITTING" "fBodyAcc-std()-Y" -0.86761360746
10 "SITTING" "fBodyAcc-std()-Y" -0.912838063018519
11 "SITTING" "fBodyAcc-std()-Y" -0.920047161698113
12 "SITTING" "fBodyAcc-std()-Y" -0.926033975686275
13 "SITTING" "fBodyAcc-std()-Y" -0.933666502510204
14 "SITTING" "fBodyAcc-std()-Y" -0.911591208203704
15 "SITTING" "fBodyAcc-std()-Y" -0.919162700338983
16 "SITTING" "fBodyAcc-std()-Y" -0.949829260434783
17 "SITTING" "fBodyAcc-std()-Y" -0.959789141875
18 "SITTING" "fBodyAcc-std()-Y" -0.974980068596491
19 "SITTING" "fBodyAcc-std()-Y" -0.948053070136986
20 "SITTING" "fBodyAcc-std()-Y" -0.935031700454545
21 "SITTING" "fBodyAcc-std()-Y" -0.96756129
22 "SITTING" "fBodyAcc-std()-Y" -0.926995253483871
23 "SITTING" "fBodyAcc-std()-Y" -0.930781487205882
24 "SITTING" "fBodyAcc-std()-Y" -0.954998005147059
25 "SITTING" "fBodyAcc-std()-Y" -0.944842993230769
26 "SITTING" "fBodyAcc-std()-Y" -0.937783538974359
27 "SITTING" "fBodyAcc-std()-Y" -0.971266062714286
28 "SITTING" "fBodyAcc-std()-Y" -0.939885478333333
29 "SITTING" "fBodyAcc-std()-Y" -0.961693949333333
30 "SITTING" "fBodyAcc-std()-Y" -0.933992577903226
1 "STANDING" "fBodyAcc-std()-Y" -0.972293102075472
2 "STANDING" "fBodyAcc-std()-Y" -0.957908842222222
3 "STANDING" "fBodyAcc-std()-Y" -0.89243434852459
4 "STANDING" "fBodyAcc-std()-Y" -0.857380281803571
5 "STANDING" "fBodyAcc-std()-Y" -0.867933178017857
6 "STANDING" "fBodyAcc-std()-Y" -0.921449111052632
7 "STANDING" "fBodyAcc-std()-Y" -0.919118753018868
8 "STANDING" "fBodyAcc-std()-Y" -0.936231722777778
9 "STANDING" "fBodyAcc-std()-Y" -0.938790016888889
10 "STANDING" "fBodyAcc-std()-Y" -0.921860476590909
11 "STANDING" "fBodyAcc-std()-Y" -0.96350679
12 "STANDING" "fBodyAcc-std()-Y" -0.922852028360656
13 "STANDING" "fBodyAcc-std()-Y" -0.947179813157895
14 "STANDING" "fBodyAcc-std()-Y" -0.926055903
15 "STANDING" "fBodyAcc-std()-Y" -0.930286443396226
16 "STANDING" "fBodyAcc-std()-Y" -0.958174310128205
17 "STANDING" "fBodyAcc-std()-Y" -0.966427323846154
18 "STANDING" "fBodyAcc-std()-Y" -0.952911994794521
19 "STANDING" "fBodyAcc-std()-Y" -0.943193755068493
20 "STANDING" "fBodyAcc-std()-Y" -0.872525409452055
21 "STANDING" "fBodyAcc-std()-Y" -0.94354515752809
22 "STANDING" "fBodyAcc-std()-Y" -0.923657558412698
23 "STANDING" "fBodyAcc-std()-Y" -0.958042411176471
24 "STANDING" "fBodyAcc-std()-Y" -0.934454791304348
25 "STANDING" "fBodyAcc-std()-Y" -0.95417933
26 "STANDING" "fBodyAcc-std()-Y" -0.947829677432432
27 "STANDING" "fBodyAcc-std()-Y" -0.954381606375
28 "STANDING" "fBodyAcc-std()-Y" -0.87446926556962
29 "STANDING" "fBodyAcc-std()-Y" -0.968278553076923
30 "STANDING" "fBodyAcc-std()-Y" -0.885572781694915
1 "WALKING" "fBodyAcc-std()-Y" 0.056040006846
2 "WALKING" "fBodyAcc-std()-Y" -0.16921968620339
3 "WALKING" "fBodyAcc-std()-Y" -0.124030832001724
4 "WALKING" "fBodyAcc-std()-Y" -0.101799450565167
5 "WALKING" "fBodyAcc-std()-Y" 0.0426026830839286
6 "WALKING" "fBodyAcc-std()-Y" 0.101699642168947
7 "WALKING" "fBodyAcc-std()-Y" -0.143721823263158
8 "WALKING" "fBodyAcc-std()-Y" 0.32484493125
9 "WALKING" "fBodyAcc-std()-Y" -0.223972558596154
10 "WALKING" "fBodyAcc-std()-Y" -0.129775706316981
11 "WALKING" "fBodyAcc-std()-Y" -0.0966068285372881
12 "WALKING" "fBodyAcc-std()-Y" -0.20851528006
13 "WALKING" "fBodyAcc-std()-Y" 0.0921968931052632
14 "WALKING" "fBodyAcc-std()-Y" -0.0542709972186441
15 "WALKING" "fBodyAcc-std()-Y" 0.0805646237194445
16 "WALKING" "fBodyAcc-std()-Y" -0.354370678627451
17 "WALKING" "fBodyAcc-std()-Y" -0.0556137930852459
18 "WALKING" "fBodyAcc-std()-Y" -0.267273644642857
19 "WALKING" "fBodyAcc-std()-Y" 0.112615077990385
20 "WALKING" "fBodyAcc-std()-Y" 0.438436341294118
21 "WALKING" "fBodyAcc-std()-Y" -0.00256294245192308
22 "WALKING" "fBodyAcc-std()-Y" 0.00386841059347826
23 "WALKING" "fBodyAcc-std()-Y" -0.202524061966102
24 "WALKING" "fBodyAcc-std()-Y" -0.182766476862069
25 "WALKING" "fBodyAcc-std()-Y" -0.170313804039189
26 "WALKING" "fBodyAcc-std()-Y" -0.185725832305085
27 "WALKING" "fBodyAcc-std()-Y" -0.267741550175439
28 "WALKING" "fBodyAcc-std()-Y" -0.168789019540741
29 "WALKING" "fBodyAcc-std()-Y" -0.182068539584906
30 "WALKING" "fBodyAcc-std()-Y" -0.215634315369231
1 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" -0.112963739953061
2 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" 0.171973972957447
3 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" -0.109722354322449
4 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" -0.32253131772
5 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" 0.0268269875085106
6 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" 0.283247837625
7 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" -0.190187141297872
8 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" 0.232184078052632
9 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" -0.273561385142857
10 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" -0.0633337717526316
11 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" 0.0262777181065217
12 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" 0.016749510173913
13 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" -0.0924444167085106
14 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" 0.29363389996
15 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" 0.1199936036
16 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" -0.208680587882979
17 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" -0.0860527358695652
18 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" -0.273798158
19 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" 0.427928785230769
20 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" 0.560191344
21 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" 0.277894323022222
22 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" 0.167409716861111
23 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" 0.0432283686975926
24 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" -0.169191147529091
25 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" -0.166842375587931
26 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" -0.078283777824
27 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" -0.17564706475
28 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" 0.065301199843913
29 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" -0.239349053641667
30 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Y" -0.0934682613774194
1 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" 0.0217695106566038
2 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" 0.0848802791083333
3 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" -0.00803987529661017
4 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" -0.101434446040385
5 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" 0.165037631180851
6 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" 0.159123777172549
7 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" -0.341025552941176
8 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" 0.30540146
9 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" -0.297641062755102
10 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" -0.051628469647234
11 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" -0.0885048145574074
12 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" -0.130175559028846
13 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" 0.114656709636364
14 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" 0.356072772037037
15 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" -0.0191328333041667
16 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" -0.166324239117647
17 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" -0.0252781736083333
18 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" -0.190550638155172
19 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" 0.13255758081125
20 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" 0.16454675022549
21 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" 0.0823434279595745
22 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" 0.230058772192857
23 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" 0.0380597405498039
24 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" -0.107787679328814
25 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" -0.199988428584615
26 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" -0.0439473073581818
27 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" -0.0794059822941176
28 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" -0.178554981115686
29 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" -0.141258066657755
30 "WALKING_UPSTAIRS" "fBodyAcc-std()-Y" -0.104299180318462
1 "LAYING" "fBodyAcc-std()-Z" -0.81289155944
2 "LAYING" "fBodyAcc-std()-Z" -0.984792185
3 "LAYING" "fBodyAcc-std()-Z" -0.96327908016129
4 "LAYING" "fBodyAcc-std()-Z" -0.962154454259259
5 "LAYING" "fBodyAcc-std()-Z" -0.965882191153846
6 "LAYING" "fBodyAcc-std()-Z" -0.924004748421053
7 "LAYING" "fBodyAcc-std()-Z" -0.953380646346154
8 "LAYING" "fBodyAcc-std()-Z" -0.931146497518519
9 "LAYING" "fBodyAcc-std()-Z" -0.9419711636
10 "LAYING" "fBodyAcc-std()-Z" -0.959813667810345
11 "LAYING" "fBodyAcc-std()-Z" -0.971668077017544
12 "LAYING" "fBodyAcc-std()-Z" -0.948380833666667
13 "LAYING" "fBodyAcc-std()-Z" -0.945852135806452
14 "LAYING" "fBodyAcc-std()-Z" -0.894055710980392
15 "LAYING" "fBodyAcc-std()-Z" -0.923923991944444
16 "LAYING" "fBodyAcc-std()-Z" -0.962524372714286
17 "LAYING" "fBodyAcc-std()-Z" -0.950116956478873
18 "LAYING" "fBodyAcc-std()-Z" -0.987224804307692
19 "LAYING" "fBodyAcc-std()-Z" -0.984740998192771
20 "LAYING" "fBodyAcc-std()-Z" -0.971901324705882
21 "LAYING" "fBodyAcc-std()-Z" -0.940919006555556
22 "LAYING" "fBodyAcc-std()-Z" -0.941163951388889
23 "LAYING" "fBodyAcc-std()-Z" -0.972261283055556
24 "LAYING" "fBodyAcc-std()-Z" -0.973057781805556
25 "LAYING" "fBodyAcc-std()-Z" -0.694100368012329
26 "LAYING" "fBodyAcc-std()-Z" -0.984854487894737
27 "LAYING" "fBodyAcc-std()-Z" -0.986582387972973
28 "LAYING" "fBodyAcc-std()-Z" -0.956770904875
29 "LAYING" "fBodyAcc-std()-Z" -0.986378776086957
30 "LAYING" "fBodyAcc-std()-Z" -0.967188198571429
1 "SITTING" "fBodyAcc-std()-Z" -0.934469558085106
2 "SITTING" "fBodyAcc-std()-Z" -0.956862864130435
3 "SITTING" "fBodyAcc-std()-Z" -0.864322464038462
4 "SITTING" "fBodyAcc-std()-Z" -0.9269993168
5 "SITTING" "fBodyAcc-std()-Z" -0.92184351
6 "SITTING" "fBodyAcc-std()-Z" -0.925768475636364
7 "SITTING" "fBodyAcc-std()-Z" -0.844083052916667
8 "SITTING" "fBodyAcc-std()-Z" -0.933889846521739
9 "SITTING" "fBodyAcc-std()-Z" -0.818001834824
10 "SITTING" "fBodyAcc-std()-Z" -0.966121042592593
11 "SITTING" "fBodyAcc-std()-Z" -0.967884390943396
12 "SITTING" "fBodyAcc-std()-Z" -0.935916958235294
13 "SITTING" "fBodyAcc-std()-Z" -0.934189007346939
14 "SITTING" "fBodyAcc-std()-Z" -0.917678155296296
15 "SITTING" "fBodyAcc-std()-Z" -0.945704713050847
16 "SITTING" "fBodyAcc-std()-Z" -0.934652146521739
17 "SITTING" "fBodyAcc-std()-Z" -0.96292107328125
18 "SITTING" "fBodyAcc-std()-Z" -0.975722121403509
19 "SITTING" "fBodyAcc-std()-Z" -0.947514931780822
20 "SITTING" "fBodyAcc-std()-Z" -0.924947175454545
21 "SITTING" "fBodyAcc-std()-Z" -0.956412505058824
22 "SITTING" "fBodyAcc-std()-Z" -0.909344305645161
23 "SITTING" "fBodyAcc-std()-Z" -0.896125263911765
24 "SITTING" "fBodyAcc-std()-Z" -0.954402697794118
25 "SITTING" "fBodyAcc-std()-Z" -0.962090614615385
26 "SITTING" "fBodyAcc-std()-Z" -0.94478134025641
27 "SITTING" "fBodyAcc-std()-Z" -0.963220672571429
28 "SITTING" "fBodyAcc-std()-Z" -0.9330454775
29 "SITTING" "fBodyAcc-std()-Z" -0.965800974333333
30 "SITTING" "fBodyAcc-std()-Z" -0.946203823387097
1 "STANDING" "fBodyAcc-std()-Z" -0.977937259622642
2 "STANDING" "fBodyAcc-std()-Z" -0.946433583518518
3 "STANDING" "fBodyAcc-std()-Z" -0.904801254590164
4 "STANDING" "fBodyAcc-std()-Z" -0.887554317678571
5 "STANDING" "fBodyAcc-std()-Z" -0.858231387857143
6 "STANDING" "fBodyAcc-std()-Z" -0.922067224210526
7 "STANDING" "fBodyAcc-std()-Z" -0.912358813773585
8 "STANDING" "fBodyAcc-std()-Z" -0.919744963888889
9 "STANDING" "fBodyAcc-std()-Z" -0.913896832222222
10 "STANDING" "fBodyAcc-std()-Z" -0.938098683181818
11 "STANDING" "fBodyAcc-std()-Z" -0.985958517446809
12 "STANDING" "fBodyAcc-std()-Z" -0.914189183770492
13 "STANDING" "fBodyAcc-std()-Z" -0.964048080877193
14 "STANDING" "fBodyAcc-std()-Z" -0.917781858666667
15 "STANDING" "fBodyAcc-std()-Z" -0.947905911320755
16 "STANDING" "fBodyAcc-std()-Z" -0.948540267051282
17 "STANDING" "fBodyAcc-std()-Z" -0.966999000897436
18 "STANDING" "fBodyAcc-std()-Z" -0.957216177945206
19 "STANDING" "fBodyAcc-std()-Z" -0.947753961643836
20 "STANDING" "fBodyAcc-std()-Z" -0.910995860273973
21 "STANDING" "fBodyAcc-std()-Z" -0.942458908314607
22 "STANDING" "fBodyAcc-std()-Z" -0.938409884920635
23 "STANDING" "fBodyAcc-std()-Z" -0.926110099117647
24 "STANDING" "fBodyAcc-std()-Z" -0.923802467681159
25 "STANDING" "fBodyAcc-std()-Z" -0.96212373972973
26 "STANDING" "fBodyAcc-std()-Z" -0.960027795540541
27 "STANDING" "fBodyAcc-std()-Z" -0.958924794125
28 "STANDING" "fBodyAcc-std()-Z" -0.897600800886076
29 "STANDING" "fBodyAcc-std()-Z" -0.978802973692308
30 "STANDING" "fBodyAcc-std()-Z" -0.907286793050847
1 "WALKING" "fBodyAcc-std()-Z" -0.279686751494737
2 "WALKING" "fBodyAcc-std()-Z" -0.455222146440678
3 "WALKING" "fBodyAcc-std()-Z" -0.422998473965517
4 "WALKING" "fBodyAcc-std()-Z" -0.594198325666667
5 "WALKING" "fBodyAcc-std()-Z" -0.483059957321429
6 "WALKING" "fBodyAcc-std()-Z" -0.550474621754386
7 "WALKING" "fBodyAcc-std()-Z" 0.133316828089298
8 "WALKING" "fBodyAcc-std()-Z" -0.158437341970833
9 "WALKING" "fBodyAcc-std()-Z" -0.0337965256573077
10 "WALKING" "fBodyAcc-std()-Z" -0.435304215660377
11 "WALKING" "fBodyAcc-std()-Z" -0.523093394915254
12 "WALKING" "fBodyAcc-std()-Z" -0.4521466944
13 "WALKING" "fBodyAcc-std()-Z" -0.269896395250877
14 "WALKING" "fBodyAcc-std()-Z" 0.0854892136933898
15 "WALKING" "fBodyAcc-std()-Z" -0.537026414814815
16 "WALKING" "fBodyAcc-std()-Z" -0.180501317941176
17 "WALKING" "fBodyAcc-std()-Z" -0.262391594918033
18 "WALKING" "fBodyAcc-std()-Z" -0.439861578035714
19 "WALKING" "fBodyAcc-std()-Z" -0.233872331063462
20 "WALKING" "fBodyAcc-std()-Z" -0.26649772672549
21 "WALKING" "fBodyAcc-std()-Z" -0.164961027194231
22 "WALKING" "fBodyAcc-std()-Z" -0.253643608304348
23 "WALKING" "fBodyAcc-std()-Z" 0.1161434407
24 "WALKING" "fBodyAcc-std()-Z" -0.314646918448276
25 "WALKING" "fBodyAcc-std()-Z" -0.430624587162162
26 "WALKING" "fBodyAcc-std()-Z" -0.384445322372881
27 "WALKING" "fBodyAcc-std()-Z" -0.345515217192982
28 "WALKING" "fBodyAcc-std()-Z" -0.326046195925926
29 "WALKING" "fBodyAcc-std()-Z" -0.283348100981132
30 "WALKING" "fBodyAcc-std()-Z" -0.0931447617846154
1 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.297927894693878
2 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.162032894287234
3 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.389723034061224
4 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.512694303111111
5 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.353397850212766
6 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.4060143105
7 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.100121492529787
8 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" 0.0214914840105263
9 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.0349494927142857
10 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.268686170263158
11 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.348626581521739
12 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.48739012673913
13 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.233315176510213
14 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" 0.427563832371111
15 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.357407559285714
16 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.0379716239787234
17 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.245413541641304
18 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.418258649818182
19 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.0783635041538461
20 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.213916756933333
21 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.145081705591111
22 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.383242679444444
23 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" 0.0947940973814815
24 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.291553822381818
25 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.449465441724138
26 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.3466485178
27 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.303090701863636
28 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.416940283043478
29 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.262073242045833
30 "WALKING_DOWNSTAIRS" "fBodyAcc-std()-Z" -0.257393372287097
1 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" 0.0859565543849057
2 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" -0.09454497643125
3 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" -0.350797226271186
4 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" -0.345109817692308
5 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" -0.28925665906383
6 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" -0.36587418445098
7 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" -0.124912269443137
8 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" 0.133766193578049
9 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" -0.244081808302041
10 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" -0.0342347233914894
11 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" -0.113701770190741
12 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" -0.418599992115385
13 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" -0.184842227972182
14 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" 0.687124163703704
15 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" -0.349600353270833
16 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" -0.094561233145098
17 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" -0.2048157105
18 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" -0.269571390465517
19 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" -0.2399806950525
20 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" -0.242438965196078
21 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" -0.22716417293617
22 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" -0.116753339559524
23 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" 0.104508755759412
24 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" -0.28314344338983
25 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" -0.237296741292308
26 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" -0.400902256363636
27 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" -0.197338870980392
28 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" -0.281685159607843
29 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" 0.203057836877551
30 "WALKING_UPSTAIRS" "fBodyAcc-std()-Z" 0.121447414920923
1 "LAYING" "fBodyAccJerk-mean()-X" -0.9570738838
2 "LAYING" "fBodyAccJerk-mean()-X" -0.985813630833333
3 "LAYING" "fBodyAccJerk-mean()-X" -0.980513202258064
4 "LAYING" "fBodyAccJerk-mean()-X" -0.978542457407407
5 "LAYING" "fBodyAccJerk-mean()-X" -0.982689657115385
6 "LAYING" "fBodyAccJerk-mean()-X" -0.967072436842105
7 "LAYING" "fBodyAccJerk-mean()-X" -0.980393046923077
8 "LAYING" "fBodyAccJerk-mean()-X" -0.973110596111111
9 "LAYING" "fBodyAccJerk-mean()-X" -0.964304065
10 "LAYING" "fBodyAccJerk-mean()-X" -0.979014668793104
11 "LAYING" "fBodyAccJerk-mean()-X" -0.984884874385965
12 "LAYING" "fBodyAccJerk-mean()-X" -0.968742758833333
13 "LAYING" "fBodyAccJerk-mean()-X" -0.985199684354839
14 "LAYING" "fBodyAccJerk-mean()-X" -0.972010709215686
15 "LAYING" "fBodyAccJerk-mean()-X" -0.981329999027778
16 "LAYING" "fBodyAccJerk-mean()-X" -0.988580046285714
17 "LAYING" "fBodyAccJerk-mean()-X" -0.98147206915493
18 "LAYING" "fBodyAccJerk-mean()-X" -0.986404709384615
19 "LAYING" "fBodyAccJerk-mean()-X" -0.983478561807229
20 "LAYING" "fBodyAccJerk-mean()-X" -0.983889985147059
21 "LAYING" "fBodyAccJerk-mean()-X" -0.984188841222222
22 "LAYING" "fBodyAccJerk-mean()-X" -0.969570326944444
23 "LAYING" "fBodyAccJerk-mean()-X" -0.986204659166667
24 "LAYING" "fBodyAccJerk-mean()-X" -0.985998546805556
25 "LAYING" "fBodyAccJerk-mean()-X" -0.972859085753425
26 "LAYING" "fBodyAccJerk-mean()-X" -0.989224043947368
27 "LAYING" "fBodyAccJerk-mean()-X" -0.986679572567568
28 "LAYING" "fBodyAccJerk-mean()-X" -0.980013419
29 "LAYING" "fBodyAccJerk-mean()-X" -0.992153982028986
30 "LAYING" "fBodyAccJerk-mean()-X" -0.976887901571429
1 "SITTING" "fBodyAccJerk-mean()-X" -0.986597022553191
2 "SITTING" "fBodyAccJerk-mean()-X" -0.987848793695652
3 "SITTING" "fBodyAccJerk-mean()-X" -0.974950363461538
4 "SITTING" "fBodyAccJerk-mean()-X" -0.9768457126
5 "SITTING" "fBodyAccJerk-mean()-X" -0.976024951136364
6 "SITTING" "fBodyAccJerk-mean()-X" -0.971037479818182
7 "SITTING" "fBodyAccJerk-mean()-X" -0.982037243958333
8 "SITTING" "fBodyAccJerk-mean()-X" -0.984977270652174
